as_of,value
2021-03-01,822.6
2021-04-01,847.2
2021-05-01,861.6
2021-06-01,882.1
2021-07-01,844.3
2021-08-01,911.5
2021-09-01,903.1
2021-10-01,935.9
2021-11-01,918.6
2021-12-01,910.0
2022-01-01,829.6
2022-02-01,835.3
2022-03-01,799.7
2022-04-01,772.9
2022-05-01,752.9
2022-06-01,683.4
2022-07-01,696.8
2022-08-01,687.8
2022-09-01,664.0
2022-10-01,649.6
2022-11-01,643.8
2022-12-01,606.7
2023-01-01,641.2
2023-02-01,624.4
2023-03-01,645.4
2023-04-01,631.9
2023-05-01,644.2
2023-06-01,681.2
2023-07-01,709.8
2023-08-01,689.2
2023-09-01,680.8
2023-10-01,635.3
2023-11-01,660.9
2023-12-01,700.8
2024-01-01,702.0
2024-02-01,743.0
2024-03-01,784.1
2024-04-01,775.5
2024-05-01,809.4
2024-06-01,809.3
2024-07-01,810.8
2024-08-01,797.2
2024-09-01,813.2
2024-10-01,815.4
2024-11-01,890.9
2024-12-01,899.2
2025-01-01,937.3
2025-02-01,918.1
2025-03-01,880.3
2025-04-01,850.6
2025-05-01,921.0
2025-06-01,1008.0
2025-07-01,1022.5
2025-08-01,1059.7
2025-09-01,1126.5
2025-10-01,1183.7
2025-11-01,1214.3
2025-12-01,1225.6
2026-01-01,1279.0
2026-02-01,1253.2
2026-03-01,1220.9
2026-04-01,1304.3
2026-05-01,1415.6
2026-06-01,1502.1
2026-07-01,1417.2
2026-08-01,1453.8
