as_of,value
2021-03-01,219.5
2021-04-01,218.1
2021-05-01,213.4
2021-06-01,221.9
2021-07-01,215.5
2021-08-01,219.4
2021-09-01,229.3
2021-10-01,226.2
2021-11-01,235.6
2021-12-01,250.4
2022-01-01,247.8
2022-02-01,250.7
2022-03-01,256.1
2022-04-01,242.7
2022-05-01,244.9
2022-06-01,249.4
2022-07-01,232.1
2022-08-01,226.2
2022-09-01,223.4
2022-10-01,216.1
2022-11-01,205.2
2022-12-01,205.9
2023-01-01,208.7
2023-02-01,198.6
2023-03-01,191.6
2023-04-01,175.5
2023-05-01,178.6
2023-06-01,181.6
2023-07-01,174.8
2023-08-01,177.7
2023-09-01,153.9
2023-10-01,162.9
2023-11-01,171.2
2023-12-01,161.6
2024-01-01,165.0
2024-02-01,166.1
2024-03-01,167.0
2024-04-01,161.7
2024-05-01,155.3
2024-06-01,157.2
2024-07-01,155.0
2024-08-01,148.7
2024-09-01,167.9
2024-10-01,173.6
2024-11-01,170.1
2024-12-01,181.3
2025-01-01,178.3
2025-02-01,183.3
2025-03-01,189.9
2025-04-01,188.0
2025-05-01,187.7
2025-06-01,200.6
2025-07-01,194.7
2025-08-01,188.2
2025-09-01,204.1
2025-10-01,197.9
2025-11-01,202.1
2025-12-01,211.7
2026-01-01,203.7
2026-02-01,205.1
2026-03-01,221.9
2026-04-01,217.8
2026-05-01,206.6
2026-06-01,217.4
2026-07-01,205.1
2026-08-01,207.6
