ticker,date,ratio
GWW,1998-06-15 09:30:00,2.0
HAL,1976-04-30 09:30:00,3.0
HAL,1980-12-26 09:30:00,2.0
HAL,1996-01-24 09:30:00,1.0493069327709048
HAL,1997-07-22 09:30:00,2.0
HAL,2006-07-17 09:30:00,2.0
HAS,1982-08-20 09:30:00,1.5
HAS,1983-02-23 09:30:00,1.5
HAS,1983-08-22 09:30:00,1.5
HAS,1985-01-28 09:30:00,2.5
HAS,1986-08-15 09:30:00,2.0
HAS,1992-03-17 09:30:00,1.5
HAS,1997-03-24 09:30:00,1.5
HAS,1999-03-16 09:30:00,1.5
HBAN,1981-08-25 09:30:00,1.5
HBAN,1985-08-01 09:30:00,2.0
HBAN,1987-07-06 09:30:00,1.1
HBAN,1988-08-01 09:30:00,1.25
HBAN,1989-07-03 09:30:00,1.15
HBAN,1990-07-03 09:30:00,1.1
HBAN,1992-08-03 09:30:00,1.25
HBAN,1994-08-01 09:30:00,1.25
HBAN,1996-07-12 09:30:00,1.1
HBAN,1997-07-11 09:30:00,1.1
HBAN,1998-07-13 09:30:00,1.1
HBAN,1999-07-12 09:30:00,1.1
HBAN,2000-07-12 09:30:00,1.1
HD,1982-01-20 09:30:00,1.5
HD,1982-05-11 09:30:00,1.25
HD,1982-12-08 09:30:00,2.0
HD,1983-06-09 09:30:00,2.0
HD,1987-09-22 09:30:00,1.5
HD,1989-07-03 09:30:00,1.5
HD,1990-07-06 09:30:00,1.5
HD,1991-06-26 09:30:00,1.5
HD,1992-07-02 09:30:00,1.5
HD,1993-04-14 09:30:00,1.3333333333333333
HD,1997-07-07 09:30:00,1.5
HD,1998-07-06 09:30:00,2.0
HD,1999-12-31 09:30:00,1.5
HIG,1998-07-16 09:30:00,2.0
HLT,2017-01-04 09:30:00,0.4873294346978557
HON,1965-02-04 09:30:00,1.02
HON,1966-02-03 09:30:00,1.02
HON,1967-02-03 09:30:00,1.02
HON,1984-05-30 09:30:00,1.5
HON,1994-03-15 09:30:00,2.0
HON,1997-09-16 09:30:00,2.0
HON,2016-10-03 09:30:00,1.0053282396702523
HON,2018-10-01 09:30:00,1.011
HON,2018-10-29 09:30:00,1.032
HON,2025-10-30 09:30:00,1.061
HON,2026-06-29 09:30:00,0.9535
HPE,2017-04-03 09:30:00,1.3348
HPE,2017-09-01 09:30:00,1.289
HPQ,1970-03-20 09:30:00,2.0
HPQ,1979-07-31 09:30:00,2.0
HPQ,1981-07-20 09:30:00,2.0
HPQ,1983-08-26 09:30:00,2.0
HPQ,1995-04-17 09:30:00,2.0
HPQ,1996-07-16 09:30:00,2.0
HPQ,2000-10-30 09:30:00,2.0
HPQ,2015-11-02 09:30:00,2.202
HRL,1985-09-04 09:30:00,2.0
HRL,1987-06-02 09:30:00,2.0
HRL,1990-02-21 09:30:00,2.0
HRL,2000-02-16 09:30:00,2.0
HRL,2011-02-15 09:30:00,2.0
HRL,2016-02-10 09:30:00,2.0
HSIC,2005-03-01 09:30:00,2.0
HSIC,2017-09-15 09:30:00,2.0
HSIC,2019-02-08 09:30:00,1.275
HST,1986-06-23 09:30:00,5.0
HST,1996-01-02 09:30:00,1.122334455667789
HST,2009-11-04 09:30:00,1.0215
HSY,1983-09-16 09:30:00,2.0
HSY,1986-09-16 09:30:00,3.0
HSY,1996-09-16 09:30:00,2.0
HSY,2004-06-16 09:30:00,2.0
HUBB,1977-08-08 09:30:00,1.3333333333333333
HUBB,1981-02-11 09:30:00,2.0
HUBB,1985-08-12 09:30:00,2.0
HUBB,1989-01-09 09:30:00,1.05
HUBB,1990-01-08 09:30:00,1.05
HUBB,1991-01-07 09:30:00,1.05
HUBB,1992-01-06 09:30:00,1.05
HUBB,1995-01-09 09:30:00,1.05
HUBB,1996-08-12 09:30:00,2.0
HUM,1982-02-01 09:30:00,1.5
HUM,1983-02-01 09:30:00,1.3333333333333333
HUM,1984-02-01 09:30:00,1.2
HUM,1991-08-01 09:30:00,1.5
IBKR,2025-06-18 09:30:00,4.0
IBM,1964-05-18 09:30:00,1.25
IBM,1966-05-18 09:30:00,1.5
IBM,1968-04-23 09:30:00,2.0
IBM,1973-05-29 09:30:00,1.25
IBM,1979-06-01 09:30:00,4.0
IBM,1997-05-28 09:30:00,2.0
IBM,1999-05-27 09:30:00,2.0
IBM,2021-11-04 09:30:00,1.046
ICE,2016-11-04 09:30:00,5.0
IDXX,1993-10-04 09:30:00,2.0
IDXX,1995-06-06 09:30:00,2.0
IDXX,2007-11-27 09:30:00,2.0
IDXX,2015-06-16 09:30:00,2.0
IEX,1995-02-01 09:30:00,1.5
IEX,1997-02-03 09:30:00,1.5
IEX,2004-06-01 09:30:00,1.5
IEX,2007-05-22 09:30:00,1.5
IFF,1974-12-17 09:30:00,1.02
IFF,1994-01-20 09:30:00,3.0
INCY,1997-11-10 09:30:00,2.0
INCY,2000-09-01 09:30:00,2.0
INTC,1980-10-09 09:30:00,2.0
INTC,1983-07-01 09:30:00,2.0
INTC,1987-10-29 09:30:00,1.5
INTC,1993-06-07 09:30:00,2.0
INTC,1995-06-19 09:30:00,2.0
INTC,1997-07-14 09:30:00,2.0
INTC,1999-04-12 09:30:00,2.0
INTC,2000-07-31 09:30:00,2.0
INTU,1995-08-22 09:30:00,2.0
INTU,1999-10-01 09:30:00,3.0
INTU,2006-07-07 09:30:00,2.0
IP,1962-11-19 09:30:00,1.02
IP,1987-05-20 09:30:00,2.0
IP,1995-09-18 09:30:00,2.0
IP,2014-07-02 09:30:00,1.014
IP,2021-10-01 09:30:00,1.056
IRM,1998-08-03 09:30:00,1.5
IRM,2002-01-02 09:30:00,1.5
IRM,2004-07-01 09:30:00,1.5
IRM,2007-01-03 09:30:00,1.5
IRM,2014-09-26 09:30:00,1.082
ISRG,2003-07-01 09:30:00,0.5
ISRG,2017-10-06 09:30:00,3.0
ISRG,2021-10-05 09:30:00,3.0
IT,1994-08-29 09:30:00,2.0
IT,1995-06-29 09:30:00,2.0
IT,1996-04-01 09:30:00,2.0
ITW,1984-05-23 09:30:00,2.0
ITW,1987-05-27 09:30:00,2.0
ITW,1993-06-21 09:30:00,2.0
ITW,1997-05-28 09:30:00,2.0
ITW,2006-05-26 09:30:00,2.0
IVZ,1998-04-27 09:30:00,2.0
IVZ,2000-11-08 09:30:00,2.5
J,1981-03-17 09:30:00,1.5
J,1990-04-03 09:30:00,2.0
J,1991-05-29 09:30:00,2.0
J,2002-04-02 09:30:00,2.0
J,2007-03-16 09:30:00,2.0
J,2024-09-30 09:30:00,1.197
J,2025-05-16 09:30:00,1.01
JBHT,1986-07-08 09:30:00,2.0
JBHT,1992-03-16 09:30:00,1.5
JBHT,2003-09-02 09:30:00,2.0
JBHT,2005-05-24 09:30:00,2.0
JBL,1997-07-23 09:30:00,2.0
JBL,1999-02-18 09:30:00,2.0
JBL,2000-03-31 09:30:00,2.0
JCI,1987-09-28 09:30:00,2.0
JCI,1995-11-15 09:30:00,2.0
JCI,1997-10-23 09:30:00,2.0
JCI,1999-10-22 09:30:00,2.0
JCI,2007-07-02 09:30:00,0.25
JCI,2012-10-01 09:30:00,2.011667672500503
JCI,2016-09-06 09:30:00,0.955
JKHY,1992-03-04 09:30:00,1.5
JKHY,1993-03-09 09:30:00,1.5
JKHY,1994-03-11 09:30:00,1.3333333333333333
JKHY,1997-03-14 09:30:00,1.5
JKHY,2000-03-03 09:30:00,2.0
JKHY,2001-03-05 09:30:00,2.0
JNJ,1967-06-19 09:30:00,3.0
JNJ,1970-05-18 09:30:00,3.0
JNJ,1981-05-19 09:30:00,3.0
JNJ,1989-05-11 09:30:00,2.0
JNJ,1992-06-10 09:30:00,2.0
JNJ,1996-06-12 09:30:00,2.0
JNJ,2001-06-13 09:30:00,2.0
JPM,1982-04-16 09:30:00,1.5
JPM,1984-04-16 09:30:00,1.5
JPM,1998-06-15 09:30:00,2.0
JPM,2000-06-12 09:30:00,1.5
KEY,1992-04-15 09:30:00,1.5
KEY,1994-03-02 09:30:00,1.205
KEY,1998-03-09 09:30:00,2.0
KIM,1995-12-22 09:30:00,1.5
KIM,2001-12-24 09:30:00,1.5
KIM,2005-08-24 09:30:00,2.0
KLAC,1983-01-10 09:30:00,2.0
KLAC,1983-12-09 09:30:00,2.0
KLAC,1984-12-17 09:30:00,1.5
KLAC,1995-10-02 09:30:00,2.0
KLAC,2000-01-19 09:30:00,2.0
KLAC,2026-06-12 09:30:00,10.0
KMB,1984-05-25 09:30:00,2.0
KMB,1987-05-26 09:30:00,2.0
KMB,1992-01-03 09:30:00,2.0
KMB,1997-04-03 09:30:00,2.0
KMB,2014-11-03 09:30:00,1.043
KO,1965-02-19 09:30:00,2.0
KO,1968-06-03 09:30:00,2.0
KO,1977-06-01 09:30:00,2.0
KO,1986-07-01 09:30:00,3.0
KO,1990-05-14 09:30:00,2.0
KO,1992-05-12 09:30:00,2.0
KO,1996-05-13 09:30:00,2.0
KO,2012-08-13 09:30:00,2.0
KR,1979-05-29 09:30:00,2.0
KR,1986-10-01 09:30:00,2.0
KR,1997-04-23 09:30:00,2.0
KR,1999-06-29 09:30:00,2.0
KR,2015-07-14 09:30:00,2.0
L,1984-04-17 09:30:00,2.5
L,1985-03-04 09:30:00,3.0
L,1995-12-04 09:30:00,2.0
L,2001-03-21 09:30:00,2.0
L,2006-05-09 09:30:00,3.0
LDOS,2013-09-30 09:30:00,0.405
LEN,1980-10-31 09:30:00,2.0
LEN,1992-02-26 09:30:00,2.0
LEN,1994-04-21 09:30:00,1.5
LEN,2004-01-21 09:30:00,2.0
LEN,2017-11-09 09:30:00,1.017
LEN,2025-01-21 09:30:00,1.033
LH,2000-05-04 09:30:00,0.1
LH,2001-06-12 09:30:00,2.0
LH,2002-05-13 09:30:00,2.0
LH,2023-07-03 09:30:00,1.164
LHX,1997-09-29 09:30:00,2.0
LHX,2005-03-31 09:30:00,2.0
LHX,2009-05-11 09:30:00,1.058425063505504
LIN,2003-12-16 09:30:00,2.0
LLY,1986-01-30 09:30:00,2.0
LLY,1989-05-01 09:30:00,2.0
LLY,1995-12-21 09:30:00,2.0
LLY,1997-10-16 09:30:00,2.0
LMT,1983-09-09 09:30:00,3.0
LMT,1995-03-16 09:30:00,1.63
LMT,1999-01-04 09:30:00,2.0
LNT,1988-09-26 09:30:00,2.0
LNT,2016-05-20 09:30:00,2.0
LOW,1992-06-29 09:30:00,2.0
LOW,1994-04-04 09:30:00,2.0
LOW,1998-06-29 09:30:00,2.0
LOW,2001-07-02 09:30:00,2.0
LOW,2006-07-03 09:30:00,2.0
LRCX,1993-09-16 09:30:00,1.5
LRCX,2000-03-17 09:30:00,3.0
LRCX,2024-10-03 09:30:00,10.0
LULU,2011-07-12 09:30:00,2.0
LUV,1980-09-23 09:30:00,1.5
LUV,1981-10-23 09:30:00,1.25
LUV,1983-01-24 09:30:00,2.0
LUV,1984-01-30 09:30:00,1.25
LUV,1990-08-30 09:30:00,1.5
LUV,1992-07-16 09:30:00,2.0
LUV,1993-07-16 09:30:00,1.5
LUV,1997-11-28 09:30:00,1.5
LUV,1998-08-21 09:30:00,1.5
LUV,1999-07-20 09:30:00,1.5
LUV,2001-02-16 09:30:00,1.5
MA,2014-01-22 09:30:00,10.0
MAR,2006-06-12 09:30:00,2.0
MAR,2009-06-23 09:30:00,1.004
MAR,2009-08-18 09:30:00,1.004
MAR,2009-11-17 09:30:00,1.003
MAR,2011-11-22 09:30:00,1.061
MAS,1982-12-30 09:30:00,2.0
MAS,1986-05-20 09:30:00,2.0
MAS,1998-07-13 09:30:00,2.0
MAS,2015-07-01 09:30:00,1.138
MCD,1971-06-14 09:30:00,1.5
MCD,1972-06-06 09:30:00,2.0
MCD,1982-10-07 09:30:00,1.5
MCD,1984-09-25 09:30:00,1.5
MCD,1986-06-26 09:30:00,1.5
MCD,1987-06-23 09:30:00,1.5
MCD,1989-06-19 09:30:00,2.0
MCD,1994-06-27 09:30:00,2.0
MCD,1999-03-08 09:30:00,2.0
MCHP,1993-09-14 09:30:00,2.0
MCHP,1994-04-05 09:30:00,1.5
MCHP,1994-11-09 09:30:00,1.5
MCHP,1997-01-07 09:30:00,1.5
MCHP,2000-02-08 09:30:00,1.5
MCHP,2000-09-27 09:30:00,1.5
MCHP,2002-05-09 09:30:00,1.5
MCHP,2021-10-13 09:30:00,2.0
MCK,1998-01-05 09:30:00,2.0
MCO,2005-05-19 09:30:00,2.0
MDT,1980-08-01 09:30:00,2.0
MDT,1989-08-31 09:30:00,2.0
MDT,1991-08-30 09:30:00,2.0
MDT,1994-09-30 09:30:00,2.0
MDT,1995-09-29 09:30:00,2.0
MDT,1997-09-15 09:30:00,2.0
MDT,1999-09-27 09:30:00,2.0
MET,2017-08-07 09:30:00,1.122
MGM,2000-02-28 09:30:00,2.0
MGM,2005-05-19 09:30:00,2.0
MKC,1977-03-22 09:30:00,2.0
MKC,1988-04-28 09:30:00,2.0
MKC,1990-01-22 09:30:00,2.0
MKC,1992-01-21 09:30:00,2.0
MKC,2002-04-09 09:30:00,2.0
MKC,2020-12-01 09:30:00,2.0
MMM,1972-06-16 09:30:00,2.0
MMM,1987-06-16 09:30:00,2.0
MMM,1994-04-11 09:30:00,2.0
MMM,2003-09-30 09:30:00,2.0
MMM,2024-04-01 09:30:00,1.196
MNST,1988-02-29 09:30:00,0.02
MNST,2005-08-09 09:30:00,2.0
MNST,2006-07-10 09:30:00,4.0
MNST,2012-02-16 09:30:00,2.0
MNST,2016-11-10 09:30:00,3.0
MNST,2023-03-28 09:30:00,2.0
MNST,2026-08-11 09:30:00,2.0
MO,1966-05-19 09:30:00,3.0
MO,1969-05-22 09:30:00,2.0
MO,1974-06-03 09:30:00,2.0
MO,1979-06-01 09:30:00,2.0
MO,1986-04-11 09:30:00,2.0
MO,1989-10-11 09:30:00,4.0
MO,1997-04-11 09:30:00,3.0
MOS,1995-12-01 09:30:00,2.0
MPC,2015-06-11 09:30:00,2.0
MRK,1964-05-27 09:30:00,3.0
MRK,1972-06-01 09:30:00,2.0
MRK,1986-05-27 09:30:00,2.0
MRK,1988-05-26 09:30:00,3.0
MRK,1992-05-26 09:30:00,3.0
MRK,1999-02-17 09:30:00,2.0
MRK,2021-06-03 09:30:00,1.048
MRSH,1986-05-15 09:30:00,2.0
MRSH,1997-06-30 09:30:00,2.0
MRSH,1998-06-29 09:30:00,1.5
MRSH,2002-07-01 09:30:00,2.0
MRVL,2004-06-29 09:30:00,2.0
MRVL,2006-07-25 09:30:00,2.0
MS,1997-01-15 09:30:00,2.0
MS,2000-01-27 09:30:00,2.0
MSFT,1987-09-21 09:30:00,2.0
MSFT,1990-04-16 09:30:00,2.0
MSFT,1991-06-27 09:30:00,1.5
MSFT,1992-06-15 09:30:00,1.5
MSFT,1994-05-23 09:30:00,2.0
MSFT,1996-12-09 09:30:00,2.0
MSFT,1998-02-23 09:30:00,2.0
MSFT,1999-03-29 09:30:00,2.0
MSFT,2003-02-18 09:30:00,2.0
MSI,1965-05-26 09:30:00,1.5
MSI,1970-05-26 09:30:00,2.0
MSI,1973-06-04 09:30:00,2.0
MSI,1984-06-04 09:30:00,3.0
MSI,1993-01-19 09:30:00,2.0
MSI,1994-04-19 09:30:00,2.0
MSI,2000-06-02 09:30:00,3.0
MSI,2004-12-03 09:30:00,1.1173184357541899
MSI,2011-01-04 09:30:00,0.24737167594310452
MTB,1987-09-25 09:30:00,2.0
MTB,2000-10-06 09:30:00,10.0
MU,1994-04-19 09:30:00,2.5
MU,1995-05-23 09:30:00,2.0
MU,2000-05-02 09:30:00,2.0
NDAQ,2022-08-29 09:30:00,3.0
NDSN,1984-01-04 09:30:00,1.5
NDSN,1987-05-01 09:30:00,1.5
NDSN,1991-09-25 09:30:00,2.0
NDSN,2000-09-13 09:30:00,2.0
NDSN,2011-04-13 09:30:00,2.0
NEE,1985-01-31 09:30:00,2.0
NEE,2005-03-16 09:30:00,2.0
NEE,2020-10-27 09:30:00,4.0
NEM,1987-06-11 09:30:00,2.0
NEM,1987-10-09 09:30:00,1.5
NEM,1994-04-22 09:30:00,1.25
NFLX,2004-02-12 09:30:00,2.0
NFLX,2015-07-15 09:30:00,7.0
NFLX,2025-11-17 09:30:00,10.0
NI,1998-02-23 09:30:00,2.0
NI,2015-07-02 09:30:00,2.545
NKE,1990-10-08 09:30:00,2.0
NKE,1995-10-31 09:30:00,2.0
NKE,1996-10-24 09:30:00,2.0
NKE,2007-04-03 09:30:00,2.0
NKE,2012-12-26 09:30:00,2.0
NKE,2015-12-24 09:30:00,2.0
NOC,1984-09-11 09:30:00,3.0
NOC,2004-06-22 09:30:00,2.0
NOC,2011-03-31 09:30:00,1.1068068622025458
NOW,2025-12-18 09:30:00,5.0
NRG,2007-06-01 09:30:00,2.0
NSC,1987-04-07 09:30:00,3.0
NSC,1997-10-10 09:30:00,3.0
NTAP,1997-12-19 09:30:00,2.0
NTAP,1998-12-22 09:30:00,2.0
NTAP,1999-12-21 09:30:00,2.0
NTAP,2000-03-23 09:30:00,2.0
NTRS,1986-05-01 09:30:00,3.0
NTRS,1990-05-01 09:30:00,2.0
NTRS,1992-12-10 09:30:00,1.5
NTRS,1996-12-10 09:30:00,2.0
NTRS,1999-12-10 09:30:00,2.0
NUE,1983-09-21 09:30:00,2.0
NUE,1986-06-18 09:30:00,1.5
NUE,1992-06-22 09:30:00,2.0
NUE,1993-09-20 09:30:00,2.0
NUE,2004-10-18 09:30:00,2.0
NUE,2006-06-01 09:30:00,2.0
NVDA,2000-06-27 09:30:00,2.0
NVDA,2001-09-12 09:30:00,2.0
NVDA,2006-04-07 09:30:00,2.0
NVDA,2007-09-11 09:30:00,1.5
NVDA,2021-07-20 09:30:00,4.0
NVDA,2024-06-10 09:30:00,10.0
O,2005-01-03 09:30:00,2.0
O,2021-11-15 09:30:00,1.032
ODFL,2003-06-17 09:30:00,1.5
ODFL,2004-05-21 09:30:00,1.5
ODFL,2005-12-01 09:30:00,1.5
ODFL,2010-08-24 09:30:00,1.5
ODFL,2012-09-10 09:30:00,1.5
ODFL,2020-03-25 09:30:00,1.5
ODFL,2024-03-28 09:30:00,2.0
OKE,1990-03-01 09:30:00,2.0
OKE,2001-06-12 09:30:00,2.0
OKE,2012-06-04 09:30:00,2.0
OKE,2014-02-03 09:30:00,1.1422
OMC,1981-01-16 09:30:00,2.0
OMC,1995-12-28 09:30:00,2.0
OMC,1997-12-30 09:30:00,2.0
OMC,2007-06-26 09:30:00,2.0
ORCL,1987-03-25 09:30:00,2.0
ORCL,1987-12-21 09:30:00,2.0
ORCL,1989-07-03 09:30:00,2.0
ORCL,1993-11-09 09:30:00,2.0
ORCL,1995-02-23 09:30:00,1.5
ORCL,1996-04-17 09:30:00,1.5
ORCL,1997-08-18 09:30:00,1.5
ORCL,1999-03-01 09:30:00,1.5
ORCL,2000-01-19 09:30:00,2.0
ORCL,2000-10-13 09:30:00,2.0
ORLY,1997-09-02 09:30:00,2.0
ORLY,1999-12-01 09:30:00,2.0
ORLY,2005-06-16 09:30:00,2.0
ORLY,2025-06-10 09:30:00,15.0
OXY,2006-08-16 09:30:00,2.0
OXY,2014-12-01 09:30:00,1.042
OXY,2016-02-25 09:30:00,1.0017028949213662
PANW,2022-09-14 09:30:00,3.0
PANW,2024-12-16 09:30:00,2.0
PAYX,1986-06-13 09:30:00,1.5
PAYX,1987-11-16 09:30:00,1.5
PAYX,1992-05-21 09:30:00,1.5
PAYX,1993-08-27 09:30:00,1.5
PAYX,1995-05-26 09:30:00,1.5
PAYX,1996-05-24 09:30:00,1.5
PAYX,1997-05-30 09:30:00,1.5
PAYX,1998-05-26 09:30:00,1.5
PAYX,1999-05-24 09:30:00,1.5
PAYX,2000-05-23 09:30:00,1.5
PCAR,1982-01-11 09:30:00,1.1
PCAR,1983-12-28 09:30:00,2.0
PCAR,1988-08-01 09:30:00,2.0
PCAR,1997-05-22 09:30:00,2.0
PCAR,2002-05-29 09:30:00,1.5
PCAR,2004-02-06 09:30:00,1.5
PCAR,2006-08-11 09:30:00,1.5
PCAR,2007-10-10 09:30:00,1.5
PCAR,2023-02-08 09:30:00,1.5
PCG,1983-07-18 09:30:00,2.0
PEG,1987-07-27 09:30:00,1.5
PEG,2008-02-05 09:30:00,2.0
PEP,1977-05-31 09:30:00,3.0
PEP,1986-05-29 09:30:00,3.0
PEP,1990-09-05 09:30:00,3.0
PEP,1996-05-29 09:30:00,2.0
PFE,1983-07-01 09:30:00,2.0
PFE,1991-04-01 09:30:00,2.0
PFE,1995-07-03 09:30:00,2.0
PFE,1997-07-01 09:30:00,2.0
PFE,1999-07-01 09:30:00,3.0
PFE,2020-11-17 09:30:00,1.054
PG,1970-05-19 09:30:00,2.0
PG,1983-02-22 09:30:00,2.0
PG,1989-11-20 09:30:00,2.0
PG,1992-06-15 09:30:00,2.0
PG,1997-09-22 09:30:00,2.0
PG,2004-06-21 09:30:00,2.0
PGR,1980-09-23 09:30:00,1.5
PGR,1981-06-08 09:30:00,1.5
PGR,1983-05-16 09:30:00,1.5
PGR,1985-05-28 09:30:00,1.5
PGR,1986-05-27 09:30:00,2.25
PGR,1992-12-09 09:30:00,3.0
PGR,2002-04-23 09:30:00,3.0
PGR,2006-05-19 09:30:00,4.0
PH,1986-06-09 09:30:00,1.5
PH,1995-06-02 09:30:00,1.5
PH,1997-09-08 09:30:00,1.5
PH,2007-10-02 09:30:00,1.5
PHM,1980-09-08 09:30:00,2.0
PHM,1982-12-16 09:30:00,2.0
PHM,1983-05-31 09:30:00,2.0
PHM,1998-06-02 09:30:00,2.0
PHM,2004-01-05 09:30:00,2.0
PHM,2005-09-02 09:30:00,2.0
PNC,1982-05-21 09:30:00,2.0
PNC,1985-07-02 09:30:00,2.0
PNC,1992-11-16 09:30:00,2.0
PNR,1993-06-14 09:30:00,1.5
PNR,1996-02-20 09:30:00,2.0
PNR,2004-06-09 09:30:00,2.0
PNR,2018-05-01 09:30:00,1.489
PPG,1983-09-13 09:30:00,2.0
PPG,1987-03-13 09:30:00,2.0
PPG,1994-06-13 09:30:00,2.0
PPG,2015-06-15 09:30:00,2.0
PPL,1992-05-12 09:30:00,2.0
PPL,2005-08-25 09:30:00,2.0
PPL,2015-06-02 09:30:00,1.0736525660296328
PTC,1991-06-28 09:30:00,1.5
PTC,1992-02-26 09:30:00,2.0
PTC,1993-02-26 09:30:00,2.0
PTC,1996-03-01 09:30:00,2.0
PTC,1998-03-09 09:30:00,2.0
PTC,2006-02-28 09:30:00,0.4
PWR,2000-04-10 09:30:00,1.5
QCOM,1994-02-24 09:30:00,2.0
QCOM,1999-05-11 09:30:00,2.0
QCOM,1999-12-31 09:30:00,4.0
QCOM,2004-08-16 09:30:00,2.0
RCL,1998-08-03 09:30:00,2.0
RF,1984-06-04 09:30:00,2.0
RF,1986-06-02 09:30:00,2.0
RF,1993-03-01 09:30:00,1.1
RF,1997-06-16 09:30:00,2.0
RF,2004-07-01 09:30:00,1.2346
RJF,1991-04-22 09:30:00,1.5
RJF,1992-02-04 09:30:00,1.5
RJF,1993-11-16 09:30:00,1.5
RJF,1997-04-04 09:30:00,1.5
RJF,1998-04-03 09:30:00,1.5
RJF,2004-03-25 09:30:00,1.5
RJF,2006-03-23 09:30:00,1.5
RJF,2021-09-22 09:30:00,1.5
RMD,1998-11-17 09:30:00,2.0
RMD,2000-04-03 09:30:00,2.0
RMD,2005-10-03 09:30:00,2.0
RMD,2010-08-31 09:30:00,2.0
ROK,1983-06-20 09:30:00,2.0
ROK,1987-04-14 09:30:00,2.0
ROL,1981-03-11 09:30:00,2.0
ROL,1984-07-02 09:30:00,2.198
ROL,1992-12-11 09:30:00,1.5
ROL,2003-03-11 09:30:00,1.5
ROL,2005-03-11 09:30:00,1.5
ROL,2007-12-11 09:30:00,1.5
ROL,2010-12-13 09:30:00,1.5
ROL,2015-03-11 09:30:00,1.5
ROL,2018-12-11 09:30:00,1.5
ROL,2020-12-11 09:30:00,1.5
ROP,1993-09-21 09:30:00,2.0
ROP,1997-08-04 09:30:00,2.0
ROP,2005-08-29 09:30:00,2.0
ROST,1997-03-06 09:30:00,2.0
ROST,1999-09-23 09:30:00,2.0
ROST,2003-12-19 09:30:00,2.0
ROST,2011-12-16 09:30:00,2.0
ROST,2015-06-12 09:30:00,2.0
RSG,2007-03-19 09:30:00,1.5
RTX,1965-11-01 09:30:00,1.5
RTX,1976-05-19 09:30:00,2.0
RTX,1984-06-11 09:30:00,2.0
RTX,1996-12-11 09:30:00,2.0
RTX,1999-05-18 09:30:00,2.0
RTX,2005-06-13 09:30:00,2.0
RTX,2020-04-03 09:30:00,1.589
RVTY,1980-02-04 09:30:00,2.0
RVTY,1982-02-02 09:30:00,2.0
RVTY,1992-05-11 09:30:00,2.0
RVTY,2001-06-04 09:30:00,2.0
SBUX,1993-09-30 09:30:00,2.0
SBUX,1995-12-04 09:30:00,2.0
SBUX,1999-03-22 09:30:00,2.0
SBUX,2001-04-30 09:30:00,2.0
SBUX,2005-10-24 09:30:00,2.0
SBUX,2015-04-09 09:30:00,2.0
SCHW,1991-12-03 09:30:00,1.5
SCHW,1993-06-02 09:30:00,1.5
SCHW,1995-03-02 09:30:00,1.5
SCHW,1995-09-05 09:30:00,2.0
SCHW,1997-09-16 09:30:00,1.5
SCHW,1998-12-14 09:30:00,1.5
SCHW,1999-07-02 09:30:00,2.0
SCHW,2000-05-31 09:30:00,1.5
SHW,1981-03-31 09:30:00,2.0
SHW,1983-03-31 09:30:00,2.0
SHW,1986-04-01 09:30:00,2.0
SHW,1991-04-01 09:30:00,2.0
SHW,1997-03-31 09:30:00,2.0
SHW,2021-04-01 09:30:00,3.0
SLB,1997-07-14 09:30:00,2.0
SLB,2006-04-10 09:30:00,2.0
SMCI,2024-10-01 09:30:00,10.0
SNA,1979-05-14 09:30:00,2.0
SNA,1986-07-28 09:30:00,2.0
SNA,1996-09-11 09:30:00,1.5
SNPS,1995-09-11 09:30:00,2.0
SNPS,2003-09-24 09:30:00,2.0
SO,1994-03-01 09:30:00,2.0
SO,2001-04-03 09:30:00,1.636929120969062
SPG,2009-08-13 09:30:00,1.00722
SPG,2009-11-12 09:30:00,1.0063
SPG,2014-05-29 09:30:00,1.063
SPGI,1983-06-02 09:30:00,2.0
SPGI,1996-04-29 09:30:00,2.0
SPGI,1999-03-09 09:30:00,2.0
SPGI,2005-05-18 09:30:00,2.0
SPGI,2026-07-01 09:30:00,1.057
SRE,2023-08-22 09:30:00,2.0
STE,1995-08-25 09:30:00,2.0
STE,1998-08-25 09:30:00,2.0
STLD,2006-11-21 09:30:00,2.0
STLD,2008-03-31 09:30:00,2.0
STT,1982-05-20 09:30:00,2.0
STT,1983-05-19 09:30:00,2.0
STT,1985-08-16 09:30:00,2.0
STT,1986-08-06 09:30:00,2.0
STT,1992-05-14 09:30:00,2.0
STT,1997-05-29 09:30:00,2.0
STT,2001-05-31 09:30:00,2.0
STZ,1992-07-21 09:30:00,1.5
STZ,2001-05-15 09:30:00,2.0
STZ,2002-05-14 09:30:00,2.0
STZ,2005-05-16 09:30:00,2.0
SWK,1980-05-21 09:30:00,2.0
SWK,1986-09-30 09:30:00,1.5
SWK,1996-06-04 09:30:00,2.0
SWKS,1999-02-19 09:30:00,1.5
SWKS,2000-04-20 09:30:00,2.0
SYK,1980-11-12 09:30:00,1.5
SYK,1982-11-15 09:30:00,1.5
SYK,1985-09-17 09:30:00,1.5
SYK,1987-06-12 09:30:00,2.0
SYK,1989-06-20 09:30:00,1.5
SYK,1991-06-14 09:30:00,2.0
SYK,1996-06-11 09:30:00,2.0
SYK,2000-05-15 09:30:00,2.0
SYK,2004-05-17 09:30:00,2.0
SYY,1979-06-22 09:30:00,1.5
SYY,1980-12-23 09:30:00,1.5
SYY,1982-06-28 09:30:00,2.0
SYY,1986-03-31 09:30:00,2.0
