cik,ticker,w_2015,dlog_shares,shares_2015_adj,shares_last_adj,ratio,contrib
313616,DHR,0.004807609017658066,-0.3611332308186173,1057848551.9999999,737200000.0,0.696886145569919,-0.0017361873770595764
1041061,YUM,0.0020048925805165483,-0.8109317756693039,641251000.0,285000000.0,0.4444437513547737,-0.0016258311003444974
1099219,MET,0.002729147643563923,-0.5659875064427264,1252379440.6200001,711100000.0,0.5677991644832212,-0.0015446634694947876
866787,AZO,0.0019758051621612542,-0.720161997509146,36581000.0,17803000.0,0.48667340969355677,-0.001422899792270931
12927,BA,0.008079984841027675,-0.17107704108360514,767600000.0,646900000.0,0.8427566440854611,-0.0013822998986033983
77476,PEP,0.011347869922750642,-0.12043076857882457,1560000000.0,1383000000.0,0.8865384615384615,-0.0013666326965293863
927628,COF,0.0030877064135703732,-0.4264461012904391,587600000.0,383600000.0,0.6528250510551395,-0.0013167403619965697
1467858,GM,0.0033166422165831163,-0.39507771689236637,1676000000.0,1129000000.0,0.6736276849642004,-0.001310331434676495
1645590,HPE,0.0015256669330334018,-0.8587192675665991,3155501904.7999997,1337000000.0,0.423704386920578,-0.0013101195912850225
1103982,MDLZ,0.004569523736749723,-0.28377690709835524,1789000000.0,1347000000.0,0.7529346003353828,-0.0012967253129273551
320187,NKE,0.007151159721750363,-0.18077321441006597,1832800000.0,1529700000.0,0.8346246180707115,-0.0012927381296606061
1133421,NOC,0.002703477888946046,-0.4624223501215488,233900000.0,147300000.0,0.6297563061137238,-0.0012501485989080741
59478,LLY,0.00665418488658198,-0.1821796007687431,1084766000.0,904100000.0,0.8334516384178707,-0.0012122567460789093
936468,LMT,0.0038813297080879747,-0.31112992664000905,326500000.0,239200000.0,0.7326186830015314,-0.0012075978273430993
899051,ALL,0.0021258566347082614,-0.5631303556939302,470300000.0,267800000.0,0.569423772060387,-0.0011971344028575647
860730,HCA,0.0021066728822755204,-0.5677727901891624,461913000.0,261806000.0,0.5667863861809475,-0.001196111540385417
86312,TRV,0.0024426403262283874,-0.4822070976300483,374300000.0,231100000.0,0.6174191824739513,-0.001177858502264705
773840,HON,0.00481855186554498,-0.2438905753844724,846051072.4582883,662943091.5500001,0.7835733717868246,-0.001175199387007688
1390777,BNY,0.002645578081006943,-0.43383352751733334,1154441000.0,748101000.0,0.6480201240253941,-0.0011477404712057794
820027,AMP,0.0016045035385214013,-0.6994441255615346,207100000.0,102900000.0,0.496861419604056,-0.0011222605744614896
874716,IDXX,0.0011463495882394466,-0.9532005116608336,215940000.0,83246000.0,0.38550523293507455,-0.0010927010140520264
4977,AFL,0.002038263408728754,-0.5034974390122622,934816000.0,565015000.0,0.6044130609660083,-0.0010262604063273316
8670,ADP,0.0034218828740764243,-0.2971114568211834,554806900.0,412200000.0,0.742961199653429,-0.0010166806057883046
1035002,VLO,0.0018631969305550411,-0.5317237414036072,548000000.0,322000000.0,0.5875912408759124,-0.0009907060428864434
927066,DVA,0.001089917600600177,-0.9004866297736777,214763887.0,87274000.0,0.40637185897087064,-0.0009814562268954665
49826,ITW,0.0023684525009950675,-0.41126869582620557,449300000.0,297800000.0,0.6628088137102159,-0.0009740703712105563
18230,CAT,0.0032584602239252186,-0.2969362189336926,658600000.0,489400000.0,0.7430914060127544,-0.0009675548584381877
1534701,PSX,0.002478253807109063,-0.38334762596211647,618989000.0,421888000.0,0.6815759246125537,-0.0009500327134868362
27904,DAL,0.0031662623772794815,-0.28071340313568766,858000000.0,648000000.0,0.7552447552447552,-0.0008888122871466158
895421,MS,0.004530907839874496,-0.1943121468458097,1956519738.0,1611000000.0,0.8234008421743814,-0.0008804104295265235
277948,CSX,0.0019250803464972367,-0.4532008725133944,3057000000.0,1943000000.0,0.6355904481517828,-0.0008724480926909353
97476,TXN,0.00444111797963588,-0.19152822891985782,1113000000.0,919000000.0,0.825696316262354,-0.0008505994610637972
109198,TJX,0.0037497846536078618,-0.22590212431387885,1452752000.0,1159000000.0,0.7977961826932608,-0.0008470843189695984
731766,UNH,0.008761288481172242,-0.096386027137788,1023000000.0,929000000.0,0.9081133919843597,-0.0008444657893082571
315293,AON,0.0021172738803993886,-0.3948996861644664,315400000.0,212500000.0,0.6737476220672163,-0.0008361107908939406
1156039,ELV,0.003083986614715862,-0.2657604132713772,303800000.0,232900000.0,0.7666227781435154,-0.0008196015572502831
27419,TGT,0.002453728098578195,-0.32698173335623504,641800000.0,462800000.0,0.7210969149267684,-0.0008023242668579971
1585689,HLT,0.001365684369319958,-0.5873533893320825,449805068.2261208,250000000.0,0.5557963163596967,-0.0008021393430779248
315189,DE,0.0021610454063808325,-0.35939483387954796,389200000.0,271700000.0,0.6980986639260021,-0.0007766685548323995
93410,CVX,0.012653011350431547,-0.06136894637629213,1932000000.0,1817000000.0,0.9404761904761905,-0.0007765019750632493
24741,GLW,0.0014830980896173868,-0.5202175150443318,1462000000.0,869000000.0,0.594391244870041,-0.0007715336027477527
713676,PNC,0.0026116194295201893,-0.28517894223366247,532000000.0,400000000.0,0.7518796992481203,-0.0007447788664274486
1090872,A,0.0014680599182885494,-0.5052637936714857,482309999.99999994,291000000.0,0.603346395471792,-0.0007417575236515237
721371,CAH,0.0022356370288216594,-0.3312533207454211,344000000.0,247000000.0,0.7180232558139535,-0.0007405621897786013
1521332,APTV,0.0019460153807138699,-0.3710808479231402,371977400.0,256660000.0,0.6899881551943747,-0.0007221290375467753
1601712,SYF,0.00123060347213441,-0.5656598209824156,705300000.0,400600000.0,0.5679852545016305,-0.0006961029397478894
