period,concept,total_usd_bn,n_filers,source
2016Q2,StockIssuedDuringPeriodValueNewIssues,2.003642,54,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/StockIssuedDuringPeriodValueNewIssues/USD/CY2016Q2.json"
2016Q3,StockIssuedDuringPeriodValueNewIssues,1.592985,57,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/StockIssuedDuringPeriodValueNewIssues/USD/CY2016Q3.json"
2016Q4,StockIssuedDuringPeriodValueNewIssues,2.729370,46,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/StockIssuedDuringPeriodValueNewIssues/USD/CY2016Q4.json"
2017Q1,StockIssuedDuringPeriodValueNewIssues,53.996389,475,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/StockIssuedDuringPeriodValueNewIssues/USD/CY2017Q1.json"
2017Q2,StockIssuedDuringPeriodValueNewIssues,1.695581,75,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/StockIssuedDuringPeriodValueNewIssues/USD/CY2017Q2.json"
2017Q3,StockIssuedDuringPeriodValueNewIssues,8.440550,107,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/StockIssuedDuringPeriodValueNewIssues/USD/CY2017Q3.json"
2017Q4,StockIssuedDuringPeriodValueNewIssues,6.509190,97,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/StockIssuedDuringPeriodValueNewIssues/USD/CY2017Q4.json"
2018Q1,StockIssuedDuringPeriodValueNewIssues,56.498109,811,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/StockIssuedDuringPeriodValueNewIssues/USD/CY2018Q1.json"
2018Q2,StockIssuedDuringPeriodValueNewIssues,51.292465,745,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/StockIssuedDuringPeriodValueNewIssues/USD/CY2018Q2.json"
2018Q3,StockIssuedDuringPeriodValueNewIssues,53.777558,735,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/StockIssuedDuringPeriodValueNewIssues/USD/CY2018Q3.json"
2018Q4,StockIssuedDuringPeriodValueNewIssues,6.810893,167,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/StockIssuedDuringPeriodValueNewIssues/USD/CY2018Q4.json"
2019Q1,StockIssuedDuringPeriodValueNewIssues,54.252948,826,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/StockIssuedDuringPeriodValueNewIssues/USD/CY2019Q1.json"
2019Q2,StockIssuedDuringPeriodValueNewIssues,78.282256,868,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/StockIssuedDuringPeriodValueNewIssues/USD/CY2019Q2.json"
2019Q3,StockIssuedDuringPeriodValueNewIssues,101.613321,787,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/StockIssuedDuringPeriodValueNewIssues/USD/CY2019Q3.json"
2019Q4,StockIssuedDuringPeriodValueNewIssues,5.374715,154,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/StockIssuedDuringPeriodValueNewIssues/USD/CY2019Q4.json"
2020Q1,StockIssuedDuringPeriodValueNewIssues,78.854590,912,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/StockIssuedDuringPeriodValueNewIssues/USD/CY2020Q1.json"
2020Q2,StockIssuedDuringPeriodValueNewIssues,103.504240,921,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/StockIssuedDuringPeriodValueNewIssues/USD/CY2020Q2.json"
2020Q3,StockIssuedDuringPeriodValueNewIssues,94.060156,990,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/StockIssuedDuringPeriodValueNewIssues/USD/CY2020Q3.json"
2020Q4,StockIssuedDuringPeriodValueNewIssues,17.707759,314,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/StockIssuedDuringPeriodValueNewIssues/USD/CY2020Q4.json"
2021Q1,StockIssuedDuringPeriodValueNewIssues,151.311902,1478,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/StockIssuedDuringPeriodValueNewIssues/USD/CY2021Q1.json"
2021Q2,StockIssuedDuringPeriodValueNewIssues,90.275465,1075,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/StockIssuedDuringPeriodValueNewIssues/USD/CY2021Q2.json"
2021Q3,StockIssuedDuringPeriodValueNewIssues,10327.070797,987,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/StockIssuedDuringPeriodValueNewIssues/USD/CY2021Q3.json"
2021Q4,StockIssuedDuringPeriodValueNewIssues,7.456630,194,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/StockIssuedDuringPeriodValueNewIssues/USD/CY2021Q4.json"
2022Q1,StockIssuedDuringPeriodValueNewIssues,69.500201,925,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/StockIssuedDuringPeriodValueNewIssues/USD/CY2022Q1.json"
2022Q2,StockIssuedDuringPeriodValueNewIssues,77.012707,854,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/StockIssuedDuringPeriodValueNewIssues/USD/CY2022Q2.json"
2022Q3,StockIssuedDuringPeriodValueNewIssues,56.777265,847,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/StockIssuedDuringPeriodValueNewIssues/USD/CY2022Q3.json"
2022Q4,StockIssuedDuringPeriodValueNewIssues,6.287917,159,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/StockIssuedDuringPeriodValueNewIssues/USD/CY2022Q4.json"
2023Q1,StockIssuedDuringPeriodValueNewIssues,69.226325,951,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/StockIssuedDuringPeriodValueNewIssues/USD/CY2023Q1.json"
2023Q2,StockIssuedDuringPeriodValueNewIssues,62.799868,934,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/StockIssuedDuringPeriodValueNewIssues/USD/CY2023Q2.json"
2023Q3,StockIssuedDuringPeriodValueNewIssues,49.707883,843,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/StockIssuedDuringPeriodValueNewIssues/USD/CY2023Q3.json"
2023Q4,StockIssuedDuringPeriodValueNewIssues,11.045686,171,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/StockIssuedDuringPeriodValueNewIssues/USD/CY2023Q4.json"
2024Q1,StockIssuedDuringPeriodValueNewIssues,60.830792,989,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/StockIssuedDuringPeriodValueNewIssues/USD/CY2024Q1.json"
2024Q2,StockIssuedDuringPeriodValueNewIssues,70.877535,912,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/StockIssuedDuringPeriodValueNewIssues/USD/CY2024Q2.json"
2024Q3,StockIssuedDuringPeriodValueNewIssues,70.174484,892,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/StockIssuedDuringPeriodValueNewIssues/USD/CY2024Q3.json"
2024Q4,StockIssuedDuringPeriodValueNewIssues,28.618166,183,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/StockIssuedDuringPeriodValueNewIssues/USD/CY2024Q4.json"
2025Q1,StockIssuedDuringPeriodValueNewIssues,92.007979,1018,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/StockIssuedDuringPeriodValueNewIssues/USD/CY2025Q1.json"
2025Q2,StockIssuedDuringPeriodValueNewIssues,110.293516,934,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/StockIssuedDuringPeriodValueNewIssues/USD/CY2025Q2.json"
2025Q3,StockIssuedDuringPeriodValueNewIssues,84.677727,860,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/StockIssuedDuringPeriodValueNewIssues/USD/CY2025Q3.json"
2025Q4,StockIssuedDuringPeriodValueNewIssues,38.243751,187,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/StockIssuedDuringPeriodValueNewIssues/USD/CY2025Q4.json"
2026Q1,StockIssuedDuringPeriodValueNewIssues,115.080478,926,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/StockIssuedDuringPeriodValueNewIssues/USD/CY2026Q1.json"
2026Q2,StockIssuedDuringPeriodValueNewIssues,133.384338,843,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/StockIssuedDuringPeriodValueNewIssues/USD/CY2026Q2.json"
